,investment title,surrounding sentence,ontology attribute,similar pair,Sorensen
577,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,return,0.6666666666666666
578,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,absolute return,0.5
579,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,return or,0.5
580,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,positive return,0.5
581,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,return even,0.5
582,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,factor affect return,return,0.5
583,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,factor affect return,return,0.5
584,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,risk,1.0
585,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,additional risk,0.6666666666666666
586,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,risk than,0.6666666666666666
587,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,and additional risk,0.5
588,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,additional risk than,0.5
589,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,risk than traditionally,0.5
590,Alternative Mutual Funds,these protection include limit on illiquid investment restriction on borrowing and debt and the requirement to allow investor to sell they share at any time,time,time,1.0
591,Alternative Mutual Funds,these protection include limit on illiquid investment restriction on borrowing and debt and the requirement to allow investor to sell they share at any time,time,any time,0.6666666666666666
592,Alternative Mutual Funds,these protection include limit on illiquid investment restriction on borrowing and debt and the requirement to allow investor to sell they share at any time,time,at any time,0.5
593,Alternative Mutual Funds,hedge fund be not require to follow these regulation and therefore may pursue non-traditional strategy and investment without the same regulatory safeguard,regulatory environment,regulatory,0.6666666666666666
594,Alternative Mutual Funds,hedge fund be not require to follow these regulation and therefore may pursue non-traditional strategy and investment without the same regulatory safeguard,regulatory environment,same regulatory,0.5
595,Alternative Mutual Funds,hedge fund be not require to follow these regulation and therefore may pursue non-traditional strategy and investment without the same regulatory safeguard,regulatory environment,regulatory safeguard,0.5
596,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,regulatory environment,regulatory,0.6666666666666666
597,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,regulatory environment,the regulatory,0.5
598,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,regulatory environment,regulatory safeguard,0.5
599,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,risk,risk,1.0
600,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,risk,the risk,0.6666666666666666
601,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,risk,risk of,0.6666666666666666
602,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,risk,bear the risk,0.5
603,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,risk,the risk of,0.5
604,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,risk,risk of invest,0.5
605,Alternative Mutual Funds,alt fund have unique characteristic and risk,risk,risk,1.0
606,Alternative Mutual Funds,alt fund have unique characteristic and risk,risk,and risk,0.6666666666666666
607,Alternative Mutual Funds,alt fund have unique characteristic and risk,risk,characteristic and risk,0.5
608,Alternative Mutual Funds,it be important that you understand these characteristic and risk to make sure the investment be a good fit for you,risk,risk,1.0
609,Alternative Mutual Funds,it be important that you understand these characteristic and risk to make sure the investment be a good fit for you,risk,and risk,0.6666666666666666
610,Alternative Mutual Funds,it be important that you understand these characteristic and risk to make sure the investment be a good fit for you,risk,risk to,0.6666666666666666
611,Alternative Mutual Funds,it be important that you understand these characteristic and risk to make sure the investment be a good fit for you,risk,characteristic and risk,0.5
612,Alternative Mutual Funds,it be important that you understand these characteristic and risk to make sure the investment be a good fit for you,risk,and risk to,0.5
613,Alternative Mutual Funds,it be important that you understand these characteristic and risk to make sure the investment be a good fit for you,risk,risk to make,0.5
614,Alternative Mutual Funds,other might be design to provide diversification through exposure to commodity foreign currency and other alternative investment,portfolio diversification,diversification,0.6666666666666666
615,Alternative Mutual Funds,other might be design to provide diversification through exposure to commodity foreign currency and other alternative investment,portfolio diversification,provide diversification,0.5
616,Alternative Mutual Funds,other might be design to provide diversification through exposure to commodity foreign currency and other alternative investment,portfolio diversification,diversification through,0.5
617,Alternative Mutual Funds,Strategy risk factor,factor affect return,factor,0.5
618,Alternative Mutual Funds,Strategy risk factor,risk,risk,1.0
619,Alternative Mutual Funds,Strategy risk factor,risk,Strategy risk,0.6666666666666666
620,Alternative Mutual Funds,Strategy risk factor,risk,risk factor,0.6666666666666666
621,Alternative Mutual Funds,Strategy risk factor,risk,Strategy risk factor,0.5
622,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,risk,1.0
623,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,risk,1.0
624,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,investment risk,0.6666666666666666
625,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,risk associate,0.6666666666666666
626,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,additional risk,0.6666666666666666
627,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,risk to,0.6666666666666666
628,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,and investment risk,0.5
629,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,investment risk associate,0.5
630,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,risk associate with,0.5
631,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,face additional risk,0.5
632,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,additional risk to,0.5
633,Alternative Mutual Funds,in addition to the usual market and investment risk associate with traditional mutual fund alt fund may face additional risk to the extent they use relatively complex investment and trading strategy,risk,risk to the,0.5
634,Alternative Mutual Funds,depend on the strategy be use these potential risk can include use of derivative and leverage future contract short sell and swap,risk,risk,1.0
635,Alternative Mutual Funds,depend on the strategy be use these potential risk can include use of derivative and leverage future contract short sell and swap,risk,potential risk,0.6666666666666666
636,Alternative Mutual Funds,depend on the strategy be use these potential risk can include use of derivative and leverage future contract short sell and swap,risk,risk can,0.6666666666666666
637,Alternative Mutual Funds,depend on the strategy be use these potential risk can include use of derivative and leverage future contract short sell and swap,risk,these potential risk,0.5
638,Alternative Mutual Funds,depend on the strategy be use these potential risk can include use of derivative and leverage future contract short sell and swap,risk,potential risk can,0.5
639,Alternative Mutual Funds,depend on the strategy be use these potential risk can include use of derivative and leverage future contract short sell and swap,risk,risk can include,0.5
640,Alternative Mutual Funds,how to read a mutual fund prospectus part 1 of 3 investment objective strategy and risk part 2 of 3 fee table and performance and part 3 of 3 management shareholder information and statement of additional information,risk,risk,1.0
641,Alternative Mutual Funds,how to read a mutual fund prospectus part 1 of 3 investment objective strategy and risk part 2 of 3 fee table and performance and part 3 of 3 management shareholder information and statement of additional information,risk,and risk,0.6666666666666666
642,Alternative Mutual Funds,how to read a mutual fund prospectus part 1 of 3 investment objective strategy and risk part 2 of 3 fee table and performance and part 3 of 3 management shareholder information and statement of additional information,risk,risk part,0.6666666666666666
643,Alternative Mutual Funds,how to read a mutual fund prospectus part 1 of 3 investment objective strategy and risk part 2 of 3 fee table and performance and part 3 of 3 management shareholder information and statement of additional information,risk,strategy and risk,0.5
644,Alternative Mutual Funds,how to read a mutual fund prospectus part 1 of 3 investment objective strategy and risk part 2 of 3 fee table and performance and part 3 of 3 management shareholder information and statement of additional information,risk,and risk part,0.5
645,Alternative Mutual Funds,how to read a mutual fund prospectus part 1 of 3 investment objective strategy and risk part 2 of 3 fee table and performance and part 3 of 3 management shareholder information and statement of additional information,risk,risk part 2,0.5
646,Leveraged Loan Funds,investor who own or be consider buy a fund that invest in leverage loan should understand the fund 's unique credit and liquidity risk,risk,risk,1.0
647,Leveraged Loan Funds,investor who own or be consider buy a fund that invest in leverage loan should understand the fund 's unique credit and liquidity risk,risk,liquidity risk,0.6666666666666666
648,Leveraged Loan Funds,investor who own or be consider buy a fund that invest in leverage loan should understand the fund 's unique credit and liquidity risk,risk,and liquidity risk,0.5
649,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,risk,1.0
650,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,risk,1.0
651,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,average risk,0.6666666666666666
652,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,risk that,0.6666666666666666
653,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,the risk,0.6666666666666666
654,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,risk of,0.6666666666666666
655,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,above average risk,0.5
656,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,average risk that,0.5
657,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,risk that the,0.5
658,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,as the risk,0.5
659,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,the risk of,0.5
660,Leveraged Loan Funds,lender consider leverage loan to have a above average risk that the borrower will be unable to pay back the loan also know as the risk of default,risk,risk of default,0.5
661,Leveraged Loan Funds,these loan generally pay higher interest rate to lender because of the higher level of risk,risk,risk,1.0
662,Leveraged Loan Funds,these loan generally pay higher interest rate to lender because of the higher level of risk,risk,of risk,0.6666666666666666
663,Leveraged Loan Funds,these loan generally pay higher interest rate to lender because of the higher level of risk,risk,level of risk,0.5
664,Leveraged Loan Funds,some fund may make a small investment in leverage loan as part of a diverse portfolio while other fund may invest heavily in these loan,portfolio diversification,portfolio,0.6666666666666666
665,Leveraged Loan Funds,some fund may make a small investment in leverage loan as part of a diverse portfolio while other fund may invest heavily in these loan,portfolio diversification,diverse portfolio,0.5
666,Leveraged Loan Funds,some fund may make a small investment in leverage loan as part of a diverse portfolio while other fund may invest heavily in these loan,portfolio diversification,portfolio while,0.5
667,Leveraged Loan Funds,fund portfolio manager may be interested in purchase these loan because they higher interest rate could mean a higher return for investor in the fund,expect return,return,0.6666666666666666
668,Leveraged Loan Funds,fund portfolio manager may be interested in purchase these loan because they higher interest rate could mean a higher return for investor in the fund,expect return,higher return,0.5
669,Leveraged Loan Funds,fund portfolio manager may be interested in purchase these loan because they higher interest rate could mean a higher return for investor in the fund,expect return,return for,0.5
670,Leveraged Loan Funds,fund portfolio manager may be interested in purchase these loan because they higher interest rate could mean a higher return for investor in the fund,factor affect return,return,0.5
671,Leveraged Loan Funds,fund portfolio manager may be interested in purchase these loan because they higher interest rate could mean a higher return for investor in the fund,portfolio diversification,portfolio,0.6666666666666666
672,Leveraged Loan Funds,fund portfolio manager may be interested in purchase these loan because they higher interest rate could mean a higher return for investor in the fund,portfolio diversification,fund portfolio,0.5
673,Leveraged Loan Funds,fund portfolio manager may be interested in purchase these loan because they higher interest rate could mean a higher return for investor in the fund,portfolio diversification,portfolio manager,0.5
674,Leveraged Loan Funds,what be some risk of invest in fund that invest in leverage loan,risk,risk,1.0
675,Leveraged Loan Funds,what be some risk of invest in fund that invest in leverage loan,risk,some risk,0.6666666666666666
676,Leveraged Loan Funds,what be some risk of invest in fund that invest in leverage loan,risk,risk of,0.6666666666666666
677,Leveraged Loan Funds,what be some risk of invest in fund that invest in leverage loan,risk,be some risk,0.5
678,Leveraged Loan Funds,what be some risk of invest in fund that invest in leverage loan,risk,some risk of,0.5
679,Leveraged Loan Funds,what be some risk of invest in fund that invest in leverage loan,risk,risk of invest,0.5
680,Leveraged Loan Funds,like every investment leverage loan involve a trade off between reward and risk,risk,risk,1.0
681,Leveraged Loan Funds,like every investment leverage loan involve a trade off between reward and risk,risk,and risk,0.6666666666666666
682,Leveraged Loan Funds,like every investment leverage loan involve a trade off between reward and risk,risk,reward and risk,0.5
683,Leveraged Loan Funds,risk include,risk,risk,1.0
684,Leveraged Loan Funds,risk include,risk,risk include,0.6666666666666666
685,Leveraged Loan Funds,this risk could be heighten if interest rate rise or the economy decline,risk,risk,1.0
686,Leveraged Loan Funds,this risk could be heighten if interest rate rise or the economy decline,risk,this risk,0.6666666666666666
687,Leveraged Loan Funds,this risk could be heighten if interest rate rise or the economy decline,risk,risk could,0.6666666666666666
688,Leveraged Loan Funds,this risk could be heighten if interest rate rise or the economy decline,risk,this risk could,0.5
689,Leveraged Loan Funds,this risk could be heighten if interest rate rise or the economy decline,risk,risk could be,0.5
690,Leveraged Loan Funds,in addition leverage loan typically have a long settlement period mean it could take the fund a long time to get its money after sell its investment,time,time,1.0
691,Leveraged Loan Funds,in addition leverage loan typically have a long settlement period mean it could take the fund a long time to get its money after sell its investment,time,long time,0.6666666666666666
692,Leveraged Loan Funds,in addition leverage loan typically have a long settlement period mean it could take the fund a long time to get its money after sell its investment,time,time to,0.6666666666666666
693,Leveraged Loan Funds,in addition leverage loan typically have a long settlement period mean it could take the fund a long time to get its money after sell its investment,time,a long time,0.5
694,Leveraged Loan Funds,in addition leverage loan typically have a long settlement period mean it could take the fund a long time to get its money after sell its investment,time,long time to,0.5
695,Leveraged Loan Funds,in addition leverage loan typically have a long settlement period mean it could take the fund a long time to get its money after sell its investment,time,time to get,0.5
696,Leveraged Loan Funds,this could present a challenge for a fund if it concentrate its investment in leverage loan and need to sell many investment quickly which could in turn affect the value of you investment,factor affect return,affect,0.5
697,Leveraged Loan Funds,LIBOR be expect to be discontinue after 2021,expect return,expect,0.6666666666666666
698,Leveraged Loan Funds,LIBOR be expect to be discontinue after 2021,expect return,be expect,0.5
699,Leveraged Loan Funds,LIBOR be expect to be discontinue after 2021,expect return,expect to,0.5
700,Leveraged Loan Funds,what specific risk and benefit be associate with this fund,risk,risk,1.0
701,Leveraged Loan Funds,what specific risk and benefit be associate with this fund,risk,specific risk,0.6666666666666666
702,Leveraged Loan Funds,what specific risk and benefit be associate with this fund,risk,risk and,0.6666666666666666
703,Leveraged Loan Funds,what specific risk and benefit be associate with this fund,risk,what specific risk,0.5
704,Leveraged Loan Funds,what specific risk and benefit be associate with this fund,risk,specific risk and,0.5
705,Leveraged Loan Funds,what specific risk and benefit be associate with this fund,risk,risk and benefit,0.5
706,Leveraged Loan Funds,additional information assess you risk tolerance asset allocation mutual fund and etf a guide for investor,risk,risk,1.0
707,Leveraged Loan Funds,additional information assess you risk tolerance asset allocation mutual fund and etf a guide for investor,risk,you risk,0.6666666666666666
708,Leveraged Loan Funds,additional information assess you risk tolerance asset allocation mutual fund and etf a guide for investor,risk,risk tolerance,0.6666666666666666
709,Leveraged Loan Funds,additional information assess you risk tolerance asset allocation mutual fund and etf a guide for investor,risk,assess you risk,0.5
710,Leveraged Loan Funds,additional information assess you risk tolerance asset allocation mutual fund and etf a guide for investor,risk,you risk tolerance,0.5
711,Leveraged Loan Funds,additional information assess you risk tolerance asset allocation mutual fund and etf a guide for investor,risk,risk tolerance asset,0.5
712,Exchange-Traded Funds (ETFs),like mutual fund etf offer investor a way to pool they money in a fund that make investment in stock bond or other asset and in return to receive a interest in that investment pool,expect return,return,0.6666666666666666
713,Exchange-Traded Funds (ETFs),like mutual fund etf offer investor a way to pool they money in a fund that make investment in stock bond or other asset and in return to receive a interest in that investment pool,expect return,in return,0.5
714,Exchange-Traded Funds (ETFs),like mutual fund etf offer investor a way to pool they money in a fund that make investment in stock bond or other asset and in return to receive a interest in that investment pool,expect return,return to,0.5
715,Exchange-Traded Funds (ETFs),like mutual fund etf offer investor a way to pool they money in a fund that make investment in stock bond or other asset and in return to receive a interest in that investment pool,factor affect return,return,0.5
716,Exchange-Traded Funds (ETFs),this be because the ETF 's market price fluctuate during the trading day as a result of a variety of factor include the underlying price of the etf 's asset and the demand for the etf while the ETF 's NAV be the value of the ETF 's asset minus its liability as calculate by the etf at the end of each business day,factor affect return,factor,0.5
717,Exchange-Traded Funds (ETFs),instead they seek to achieve a state investment objective by invest in a portfolio of stock bond and other asset,portfolio diversification,portfolio,0.6666666666666666
718,Exchange-Traded Funds (ETFs),instead they seek to achieve a state investment objective by invest in a portfolio of stock bond and other asset,portfolio diversification,a portfolio,0.5
719,Exchange-Traded Funds (ETFs),instead they seek to achieve a state investment objective by invest in a portfolio of stock bond and other asset,portfolio diversification,portfolio of,0.5
720,Exchange-Traded Funds (ETFs),unlike with a index base ETF a adviser of a actively manage etf may actively buy or sell component in the portfolio on a daily basis without regard to conformity with a index,portfolio diversification,portfolio,0.6666666666666666
721,Exchange-Traded Funds (ETFs),unlike with a index base ETF a adviser of a actively manage etf may actively buy or sell component in the portfolio on a daily basis without regard to conformity with a index,portfolio diversification,the portfolio,0.5
722,Exchange-Traded Funds (ETFs),unlike with a index base ETF a adviser of a actively manage etf may actively buy or sell component in the portfolio on a daily basis without regard to conformity with a index,portfolio diversification,portfolio on,0.5
723,Exchange-Traded Funds (ETFs),before invest in a etf you should read both its summary prospectus and its full prospectus which provide detailed information on the etf 's investment objective principal investment strategy risk cost and historical performance if any,risk,risk,1.0
724,Exchange-Traded Funds (ETFs),before invest in a etf you should read both its summary prospectus and its full prospectus which provide detailed information on the etf 's investment objective principal investment strategy risk cost and historical performance if any,risk,strategy risk,0.6666666666666666
725,Exchange-Traded Funds (ETFs),before invest in a etf you should read both its summary prospectus and its full prospectus which provide detailed information on the etf 's investment objective principal investment strategy risk cost and historical performance if any,risk,risk cost,0.6666666666666666
726,Exchange-Traded Funds (ETFs),before invest in a etf you should read both its summary prospectus and its full prospectus which provide detailed information on the etf 's investment objective principal investment strategy risk cost and historical performance if any,risk,investment strategy risk,0.5
727,Exchange-Traded Funds (ETFs),before invest in a etf you should read both its summary prospectus and its full prospectus which provide detailed information on the etf 's investment objective principal investment strategy risk cost and historical performance if any,risk,strategy risk cost,0.5
728,Exchange-Traded Funds (ETFs),before invest in a etf you should read both its summary prospectus and its full prospectus which provide detailed information on the etf 's investment objective principal investment strategy risk cost and historical performance if any,risk,risk cost and,0.5
729,Exchange-Traded Funds (ETFs),if you do be sure to work with someone who understand you investment objective and tolerance for risk,risk,risk,1.0
730,Exchange-Traded Funds (ETFs),if you do be sure to work with someone who understand you investment objective and tolerance for risk,risk,for risk,0.6666666666666666
731,Exchange-Traded Funds (ETFs),if you do be sure to work with someone who understand you investment objective and tolerance for risk,risk,tolerance for risk,0.5
732,Index Funds,a index fund be a type of mutual fund or exchange trade fund that seek to track the return of a market index,expect return,return,0.6666666666666666
733,Index Funds,a index fund be a type of mutual fund or exchange trade fund that seek to track the return of a market index,expect return,the return,0.5
734,Index Funds,a index fund be a type of mutual fund or exchange trade fund that seek to track the return of a market index,expect return,return of,0.5
735,Index Funds,a index fund be a type of mutual fund or exchange trade fund that seek to track the return of a market index,factor affect return,return,0.5
736,Index Funds,the total value be equal to the share price time the number of share outstanding,time,time,1.0
737,Index Funds,the total value be equal to the share price time the number of share outstanding,time,price time,0.6666666666666666
738,Index Funds,the total value be equal to the share price time the number of share outstanding,time,time the,0.6666666666666666
739,Index Funds,the total value be equal to the share price time the number of share outstanding,time,share price time,0.5
740,Index Funds,the total value be equal to the share price time the number of share outstanding,time,price time the,0.5
741,Index Funds,the total value be equal to the share price time the number of share outstanding,time,time the number,0.5
742,Index Funds,this mean they aim to maximize return over the long run by not buy and sell security very often,expect return,return,0.6666666666666666
743,Index Funds,this mean they aim to maximize return over the long run by not buy and sell security very often,expect return,maximize return,0.5
744,Index Funds,this mean they aim to maximize return over the long run by not buy and sell security very often,expect return,return over,0.5
745,Index Funds,this mean they aim to maximize return over the long run by not buy and sell security very often,factor affect return,return,0.5
746,Index Funds,fee and expense reduce the value of you investment return,expect return,return,0.6666666666666666
747,Index Funds,fee and expense reduce the value of you investment return,expect return,investment return,0.5
748,Index Funds,fee and expense reduce the value of you investment return,factor affect return,return,0.5
749,Index Funds,if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,return,0.6666666666666666
750,Index Funds,if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,higher return,0.5
751,Index Funds,if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,return for,0.5
752,Index Funds,if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,factor affect return,return,0.5
753,Index Funds,for more information see we update investor bulletin how fee and expense affect you investment portfolio,factor affect return,affect,0.5
754,Index Funds,for more information see we update investor bulletin how fee and expense affect you investment portfolio,portfolio diversification,portfolio,0.6666666666666666
755,Index Funds,for more information see we update investor bulletin how fee and expense affect you investment portfolio,portfolio diversification,investment portfolio,0.5
756,Index Funds,what be some risk of index fund,risk,risk,1.0
757,Index Funds,what be some risk of index fund,risk,some risk,0.6666666666666666
758,Index Funds,what be some risk of index fund,risk,risk of,0.6666666666666666
759,Index Funds,what be some risk of index fund,risk,be some risk,0.5
760,Index Funds,what be some risk of index fund,risk,some risk of,0.5
761,Index Funds,what be some risk of index fund,risk,risk of index,0.5
762,Index Funds,like any investment index fund involve risk,risk,risk,1.0
763,Index Funds,like any investment index fund involve risk,risk,involve risk,0.6666666666666666
764,Index Funds,like any investment index fund involve risk,risk,fund involve risk,0.5
765,Index Funds,a index fund will be subject to the same general risk as the security in the index it track,risk,risk,1.0
766,Index Funds,a index fund will be subject to the same general risk as the security in the index it track,risk,general risk,0.6666666666666666
767,Index Funds,a index fund will be subject to the same general risk as the security in the index it track,risk,risk as,0.6666666666666666
768,Index Funds,a index fund will be subject to the same general risk as the security in the index it track,risk,same general risk,0.5
769,Index Funds,a index fund will be subject to the same general risk as the security in the index it track,risk,general risk as,0.5
770,Index Funds,a index fund will be subject to the same general risk as the security in the index it track,risk,risk as the,0.5
771,Index Funds,the fund may also be subject to certain other risk such as lack of flexibility,risk,risk,1.0
772,Index Funds,the fund may also be subject to certain other risk such as lack of flexibility,risk,other risk,0.6666666666666666
773,Index Funds,the fund may also be subject to certain other risk such as lack of flexibility,risk,risk such,0.6666666666666666
774,Index Funds,the fund may also be subject to certain other risk such as lack of flexibility,risk,certain other risk,0.5
775,Index Funds,the fund may also be subject to certain other risk such as lack of flexibility,risk,other risk such,0.5
776,Index Funds,the fund may also be subject to certain other risk such as lack of flexibility,risk,risk such as,0.5
777,Index Funds,in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,form financing,form,0.6666666666666666
778,Index Funds,in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,form financing,in form,0.5
779,Index Funds,in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,form financing,form N,0.5
780,Index Funds,in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,portfolio diversification,portfolio,0.6666666666666666
781,Index Funds,in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,portfolio diversification,they portfolio,0.5
782,Index Funds,in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,portfolio diversification,portfolio holding,0.5
783,Index Funds,what fee and expense can I expect to pay for buy own and sell this fund,expect return,expect,0.6666666666666666
784,Index Funds,what fee and expense can I expect to pay for buy own and sell this fund,expect return,I expect,0.5
785,Index Funds,what fee and expense can I expect to pay for buy own and sell this fund,expect return,expect to,0.5
786,Index Funds,what specific risk be associate with this fund,risk,risk,1.0
787,Index Funds,what specific risk be associate with this fund,risk,specific risk,0.6666666666666666
788,Index Funds,what specific risk be associate with this fund,risk,risk be,0.6666666666666666
789,Index Funds,what specific risk be associate with this fund,risk,what specific risk,0.5
790,Index Funds,what specific risk be associate with this fund,risk,specific risk be,0.5
791,Index Funds,what specific risk be associate with this fund,risk,risk be associate,0.5
792,Money Market Funds,money market fund be a type of mutual fund develop in the 1970 as a option for investor to purchase a pool of security that generally provide higher return than interest bear bank account,expect return,return,0.6666666666666666
793,Money Market Funds,money market fund be a type of mutual fund develop in the 1970 as a option for investor to purchase a pool of security that generally provide higher return than interest bear bank account,expect return,higher return,0.5
794,Money Market Funds,money market fund be a type of mutual fund develop in the 1970 as a option for investor to purchase a pool of security that generally provide higher return than interest bear bank account,expect return,return than,0.5
795,Money Market Funds,money market fund be a type of mutual fund develop in the 1970 as a option for investor to purchase a pool of security that generally provide higher return than interest bear bank account,factor affect return,return,0.5
796,Money Market Funds,in response to the 2007 2008 financial crisis the commission adopt a series of amendment to its rule on money market fund in 2010 that be design to make money market fund more resilient by reduce the interest rate credit and liquidity risk of they portfolios,risk,risk,1.0
797,Money Market Funds,in response to the 2007 2008 financial crisis the commission adopt a series of amendment to its rule on money market fund in 2010 that be design to make money market fund more resilient by reduce the interest rate credit and liquidity risk of they portfolios,risk,liquidity risk,0.6666666666666666
798,Money Market Funds,in response to the 2007 2008 financial crisis the commission adopt a series of amendment to its rule on money market fund in 2010 that be design to make money market fund more resilient by reduce the interest rate credit and liquidity risk of they portfolios,risk,risk of,0.6666666666666666
799,Money Market Funds,in response to the 2007 2008 financial crisis the commission adopt a series of amendment to its rule on money market fund in 2010 that be design to make money market fund more resilient by reduce the interest rate credit and liquidity risk of they portfolios,risk,and liquidity risk,0.5
800,Money Market Funds,in response to the 2007 2008 financial crisis the commission adopt a series of amendment to its rule on money market fund in 2010 that be design to make money market fund more resilient by reduce the interest rate credit and liquidity risk of they portfolios,risk,liquidity risk of,0.5
801,Money Market Funds,in response to the 2007 2008 financial crisis the commission adopt a series of amendment to its rule on money market fund in 2010 that be design to make money market fund more resilient by reduce the interest rate credit and liquidity risk of they portfolios,risk,risk of they,0.5
