,investment title,surrounding sentence,ontology attribute,similar pair,RatcliffObershelp
731,Variable Life Insurance,the value of you investment and any return will depend in part on the performance of the investment option you choose,expect return,return,0.631578947368421
732,Variable Life Insurance,the value of you investment and any return will depend in part on the performance of the investment option you choose,expect return,any return,0.6086956521739131
733,Variable Life Insurance,in addition the fee associate with certain policy may increase over time,time,time,1.0
734,Variable Life Insurance,in addition the fee associate with certain policy may increase over time,time,over time,0.6153846153846154
735,Variable Life Insurance,the financial strength of the insurance company be important,form financing,financial,0.6086956521739131
736,Variable Life Insurance,the financial strength of the insurance company be important,form financing,the financial,0.5925925925925926
737,Variable Life Insurance,insurance company or you financial professional may make personalize illustration available for certain policy feature,availability,available,0.7619047619047619
738,Variable Life Insurance,insurance company or you financial professional may make personalize illustration available for certain policy feature,availability,available for,0.64
739,Variable Life Insurance,insurance company or you financial professional may make personalize illustration available for certain policy feature,form financing,financial,0.6086956521739131
740,Variable Life Insurance,insurance company or you financial professional may make personalize illustration available for certain policy feature,form financing,you financial,0.6666666666666666
741,Variable Life Insurance,insurance company or you financial professional may make personalize illustration available for certain policy feature,form financing,or you financial,0.6666666666666666
742,Variable Life Insurance,the federal tax rule that apply to variable life insurance can be complicated,availability,variable,0.6
743,Variable Life Insurance,before invest you may want to consult a tax adviser about the tax consequence of invest in variable life insurance,availability,variable,0.6
744,Variable Life Insurance,this mean you will only be subject to federal income tax when you withdraw money from you policy,time,income,0.6
745,Variable Life Insurance,this mean you will only be subject to federal income tax when you withdraw money from you policy,time,this mean,0.6153846153846154
746,Variable Life Insurance,the policy 's gain will be subject to ordinary federal income tax rate rather than lower capital gain rate,time,income,0.6
747,Variable Life Insurance,you may take loan from you policy without pay federal income tax,time,income,0.6
748,Variable Life Insurance,however if you policy terminate with a loan outstanding you may owe federal income tax on the loan,time,income,0.6
749,Variable Life Insurance,the death benefit pay to you beneficiary be not subject to federal income tax,time,income,0.6
750,Variable Life Insurance,variable life insurance be a form of life insurance,availability,variable,0.6
751,Variable Life Insurance,variable life insurance be a form of life insurance,form financing,form of life insurance,0.6111111111111112
752,Variable Life Insurance,with a variable life insurance policy you will be require to pay premium into a account,availability,variable,0.6
753,Variable Life Insurance,with a variable life insurance policy you will be require to pay premium into a account,availability,a variable,0.6363636363636364
754,Variable Life Insurance,with a variable life insurance policy you will be require to pay premium into a account,availability,a variable life,0.5925925925925926
755,Variable Life Insurance,"you purchase a variable life insurance policy with a initial premium payment of $ 100,000",availability,variable,0.6
756,Variable Life Insurance,"you purchase a variable life insurance policy with a initial premium payment of $ 100,000",availability,a variable,0.6363636363636364
757,Variable Life Insurance,"you purchase a variable life insurance policy with a initial premium payment of $ 100,000",availability,a variable life,0.5925925925925926
758,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return,0.631578947368421
759,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return,0.631578947368421
760,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,% return,0.6666666666666666
761,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,% return,0.6666666666666666
762,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,5 % return,0.6086956521739131
763,Variable Life Insurance,you policy may require you to pay a specify amount of premium payment or provide you the flexibility to pay vary premium as long as you contribute enough to pay you policy fee and expense,availability,flexibility,0.6086956521739131
764,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,risk,1.0
765,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,of risk,0.7272727272727273
766,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,risk,1.0
767,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,of risk,0.7272727272727273
768,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,risk be,0.7272727272727273
769,Variable Life Insurance,key risk of you variable life insurance policy,availability,variable,0.6
770,Variable Life Insurance,key risk of you variable life insurance policy,risk,risk,1.0
771,Variable Life Insurance,key risk of you variable life insurance policy,risk,key risk,0.6666666666666666
772,Variable Life Insurance,key risk of you variable life insurance policy,risk,risk of,0.7272727272727273
773,Variable Life Insurance,a variable life insurance policy be design to provide a death benefit or to help meet other long term financial objective,availability,variable,0.6
774,Variable Life Insurance,a variable life insurance policy be design to provide a death benefit or to help meet other long term financial objective,availability,a variable,0.6363636363636364
775,Variable Life Insurance,a variable life insurance policy be design to provide a death benefit or to help meet other long term financial objective,availability,a variable life,0.5925925925925926
776,Variable Life Insurance,a variable life insurance policy be design to provide a death benefit or to help meet other long term financial objective,form financing,financial,0.6086956521739131
777,Variable Life Insurance,a variable life insurance policy be design to provide a death benefit or to help meet other long term financial objective,form financing,term financial,0.7142857142857143
778,Variable Life Insurance,a variable life insurance policy be design to provide a death benefit or to help meet other long term financial objective,form financing,long term financial,0.6666666666666666
779,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,risk,1.0
780,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,the risk,0.6666666666666666
781,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,risk of,0.7272727272727273
782,Variable Life Insurance,risk of loss,risk,risk,1.0
783,Variable Life Insurance,risk of loss,risk,risk of,0.7272727272727273
784,Variable Life Insurance,you can lose money in a variable life insurance policy include potential loss of you initial investment,availability,variable,0.6
785,Variable Life Insurance,you can lose money in a variable life insurance policy include potential loss of you initial investment,availability,a variable,0.6363636363636364
786,Variable Life Insurance,you can lose money in a variable life insurance policy include potential loss of you initial investment,availability,a variable life,0.5925925925925926
787,Variable Life Insurance,risk associate with investment option,risk,risk,1.0
788,Variable Life Insurance,the value of you investment and any return will depend on the performance of the investment option you choose,expect return,return,0.631578947368421
789,Variable Life Insurance,the value of you investment and any return will depend on the performance of the investment option you choose,expect return,any return,0.6086956521739131
790,Variable Life Insurance,each underlying fund may have its own unique risk,risk,risk,1.0
791,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,availability,volatility,0.7272727272727273
792,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,availability,and volatility,0.6923076923076923
793,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,availability,volatility of,0.64
794,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,availability,and volatility of,0.6206896551724138
795,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,expect return,respect to,0.6086956521739131
796,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk,1.0
797,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,the risk,0.6666666666666666
798,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk and,0.6666666666666666
799,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,diversification,0.75
800,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,the diversification,0.7727272727272727
801,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,diversification of,0.6976744186046512
802,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,to the diversification,0.7659574468085106
803,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,the diversification of,0.723404255319149
804,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,diversification of you,0.6382978723404256
805,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,contribute to the diversification,0.6896551724137931
806,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,to the diversification of,0.72
807,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,the diversification of you,0.6666666666666666
808,Variable Life Insurance,insurance company risk,risk,risk,1.0
809,Variable Life Insurance,the financial strength of the insurance company that issue the policy back all guarantee include the death benefit,form financing,financial,0.6086956521739131
810,Variable Life Insurance,the financial strength of the insurance company that issue the policy back all guarantee include the death benefit,form financing,the financial,0.5925925925925926
811,Variable Life Insurance,if the insurance company experience financial distress it may not be able to meet its obligation to you,form financing,financial,0.6086956521739131
812,Variable Life Insurance,for instance a death benefit could be equal to the face amount the face amount plus the cash value of you account or the face amount plus the amount of premium payment you contribute to you policy,form financing,for instance,0.6923076923076923
813,Variable Life Insurance,for instance a death benefit could be equal to the face amount the face amount plus the cash value of you account or the face amount plus the amount of premium payment you contribute to you policy,form financing,for instance a,0.6428571428571429
814,Variable Life Insurance,"you pay $ 100,000 in premium for a variable life policy and due to positive market performance it be now worth $ 150,000",availability,variable,0.6
815,Variable Life Insurance,"you pay $ 100,000 in premium for a variable life policy and due to positive market performance it be now worth $ 150,000",availability,a variable,0.6363636363636364
816,Variable Life Insurance,"you pay $ 100,000 in premium for a variable life policy and due to positive market performance it be now worth $ 150,000",availability,a variable life,0.5925925925925926
817,Variable Life Insurance,variable life insurance policy typically permit you to take loan on a portion of the policy 's cash value without incur surrender charge or pay federal tax,availability,variable,0.6
818,Variable Life Insurance,these feature may only be available in certain year or if a certain level of premium be pay,availability,available,0.7619047619047619
819,Variable Life Insurance,these feature may only be available in certain year or if a certain level of premium be pay,availability,be available,0.6666666666666666
820,Variable Life Insurance,these feature may only be available in certain year or if a certain level of premium be pay,availability,available in,0.6666666666666666
821,Variable Life Insurance,these feature may only be available in certain year or if a certain level of premium be pay,availability,be available in,0.5925925925925926
822,Variable Life Insurance,disability rider nkeep you policy in force if you become disabled and can not pay you policy charge,availability,disability,0.7272727272727273
823,Variable Life Insurance,income benefit nprovide a minimum level of monthly income to you or you beneficiary for a specify period,time,income,0.6
824,Variable Life Insurance,income benefit nprovide a minimum level of monthly income to you or you beneficiary for a specify period,time,income,0.6
825,Variable Life Insurance,additional term insurance nprovide the opportunity to purchase additional term life insurance for you or you family as part of you variable life insurance policy,availability,variable,0.6
826,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk,1.0
827,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk and,0.6666666666666666
828,Variable Life Insurance,variable life insurance fee and expense,availability,variable,0.6
829,Variable Life Insurance,you will pay several fee and expense when you invest in a variable life insurance policy,availability,variable,0.6
830,Variable Life Insurance,you will pay several fee and expense when you invest in a variable life insurance policy,availability,a variable,0.6363636363636364
831,Variable Life Insurance,you will pay several fee and expense when you invest in a variable life insurance policy,availability,a variable life,0.5925925925925926
832,Variable Life Insurance,sale fee impose on premium,time,impose,0.6
833,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,risk,1.0
834,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,e risk,0.8
835,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,risk fee,0.6666666666666666
836,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,expect return,respect to,0.6086956521739131
837,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,risk,1.0
838,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,the risk,0.6666666666666666
839,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,risk the,0.6666666666666666
840,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect,0.631578947368421
841,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect,0.631578947368421
842,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expectation,0.6666666666666666
843,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect that,0.6666666666666666
844,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect and,0.6956521739130435
845,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,'s expectation,0.5925925925925926
846,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,risk,risk,1.0
847,Variable Life Insurance,you will also indirectly pay the ongoing fee and expense for the mutual fund that be the underlying investment option for you variable life insurance,availability,variable,0.6
848,Variable Life Insurance,some policy assess fee for transaction like transfer money among investment option partial withdrawal increase or decrease the face amount or provide additional report such as policy illustration,form financing,for transaction,0.6206896551724138
849,Variable Life Insurance,you should ask you financial professional to explain to you all charge that may apply,form financing,financial,0.6086956521739131
850,Variable Life Insurance,you should ask you financial professional to explain to you all charge that may apply,form financing,you financial,0.6666666666666666
851,Variable Life Insurance,you can also find a description of the fee and expense in the prospectus for any variable life insurance policy that you be consider,availability,variable,0.6
852,Variable Life Insurance,these charge may be more significant if you present a greater risk to the insurance company that be if you be more likely to die sooner,risk,risk,1.0
853,Variable Life Insurance,these charge may be more significant if you present a greater risk to the insurance company that be if you be more likely to die sooner,risk,risk to,0.7272727272727273
854,Variable Life Insurance,these charge may be more significant if you present a greater risk to the insurance company that be if you be more likely to die sooner,time,to die,0.6
855,Variable Life Insurance,policy fee may go towards you financial professional 's compensation,form financing,financial,0.6086956521739131
856,Variable Life Insurance,policy fee may go towards you financial professional 's compensation,form financing,you financial,0.6666666666666666
857,Variable Life Insurance,exchange one variable life insurance policy for another,availability,variable,0.6
858,Variable Life Insurance,request a policy illustration from you financial professional compare you old and new policy,form financing,financial,0.6086956521739131
859,Variable Life Insurance,request a policy illustration from you financial professional compare you old and new policy,form financing,you financial,0.6666666666666666
860,Variable Life Insurance,request a policy illustration from you financial professional compare you old and new policy,form financing,from you financial,0.6875
861,Variable Life Insurance,consider the financial motivation you financial professional may have to recommend that you exchange one policy for another,form financing,financial,0.6086956521739131
862,Variable Life Insurance,consider the financial motivation you financial professional may have to recommend that you exchange one policy for another,form financing,financial,0.6086956521739131
863,Variable Life Insurance,consider the financial motivation you financial professional may have to recommend that you exchange one policy for another,form financing,the financial,0.5925925925925926
864,Variable Life Insurance,consider the financial motivation you financial professional may have to recommend that you exchange one policy for another,form financing,you financial,0.6666666666666666
865,Variable Life Insurance,additional information mutual fund and etf a guide for investor investor bulletin performance claim update investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional how to contact the SEC with question or complaint office of investor education and advocacy U.S. security and Exchange commission email help@sec.gov,form financing,you Financial,0.5925925925925926
866,Variable Life Insurance,additional information mutual fund and etf a guide for investor investor bulletin performance claim update investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional how to contact the SEC with question or complaint office of investor education and advocacy U.S. security and Exchange commission email help@sec.gov,portfolio diversification,portfolio investor,0.6511627906976745
867,Variable Life Insurance,additional information mutual fund and etf a guide for investor investor bulletin performance claim update investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional how to contact the SEC with question or complaint office of investor education and advocacy U.S. security and Exchange commission email help@sec.gov,portfolio diversification,portfolio investor bulletin,0.6538461538461539
868,Variable Life Insurance,additional information mutual fund and etf a guide for investor investor bulletin performance claim update investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional how to contact the SEC with question or complaint office of investor education and advocacy U.S. security and Exchange commission email help@sec.gov,portfolio diversification,portfolio investor bulletin how,0.6071428571428571
869,International Investing,two of the chief reason why people invest in international investment and investment with international exposure be diversification,portfolio diversification,diversification,0.75
870,International Investing,two of the chief reason why people invest in international investment and investment with international exposure be diversification,portfolio diversification,be diversification,0.7441860465116279
871,International Investing,two of the chief reason why people invest in international investment and investment with international exposure be diversification,portfolio diversification,exposure be diversification,0.7307692307692307
872,International Investing,international investing may help U.S. investor to spread they investment risk among foreign company and market in addition to U.S. company and market,risk,risk,1.0
873,International Investing,but there be special risk of international investing include,risk,risk,1.0
874,International Investing,but there be special risk of international investing include,risk,risk of,0.7272727272727273
875,International Investing,many company outside the U.S. do not provide investor with the same type of information as U.S. public company and the information may not be available in English,availability,available,0.7619047619047619
876,International Investing,many company outside the U.S. do not provide investor with the same type of information as U.S. public company and the information may not be available in English,availability,be available,0.6666666666666666
877,International Investing,many company outside the U.S. do not provide investor with the same type of information as U.S. public company and the information may not be available in English,availability,available in,0.6666666666666666
878,International Investing,many company outside the U.S. do not provide investor with the same type of information as U.S. public company and the information may not be available in English,availability,be available in,0.5925925925925926
879,International Investing,many company outside the U.S. do not provide investor with the same type of information as U.S. public company and the information may not be available in English,availability,available in English,0.625
880,International Investing,if investor be work with a broker or investment adviser they should make sure the investment professional be register with the SEC or for some investment adviser with the appropriate state regulatory entity,regulatory environment,regulatory,0.625
881,International Investing,if investor be work with a broker or investment adviser they should make sure the investment professional be register with the SEC or for some investment adviser with the appropriate state regulatory entity,regulatory environment,regulatory entity,0.7692307692307693
882,International Investing,if investor be work with a broker or investment adviser they should make sure the investment professional be register with the SEC or for some investment adviser with the appropriate state regulatory entity,regulatory environment,state regulatory entity,0.6666666666666666
883,International Investing,when the exchange rate between the U.S. dollar and the currency of a international investment change it can increase or reduce you investment return,expect return,return,0.631578947368421
884,International Investing,when the exchange rate between the U.S. dollar and the currency of a international investment change it can increase or reduce you investment return,expect return,investment return,0.6666666666666666
885,International Investing,in addition some country may impose foreign currency controls that restrict or delay investor or the company invest in from move currency out of a country,time,impose,0.6
886,International Investing,they may have to rely on legal remedy that be available in the company 's home country if any,availability,available,0.7619047619047619
887,International Investing,they may have to rely on legal remedy that be available in the company 's home country if any,availability,be available,0.6666666666666666
888,International Investing,they may have to rely on legal remedy that be available in the company 's home country if any,availability,available in,0.6666666666666666
889,International Investing,they may have to rely on legal remedy that be available in the company 's home country if any,availability,be available in,0.5925925925925926
890,International Investing,they may have to rely on legal remedy that be available in the company 's home country if any,availability,available in the,0.6428571428571429
891,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,regulatory environment,regulation,0.625
892,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,regulatory environment,regulation protect,0.65
893,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,diversification,0.75
894,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,more diversification,0.8
895,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,diversification than,0.6666666666666666
896,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,provide more diversification,0.7169811320754716
897,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,more diversification than,0.72
898,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,diversification than most,0.6
899,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,may provide more diversification,0.6666666666666666
900,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,provide more diversification than,0.6551724137931034
901,International Investing,mutual fund may provide more diversification than most investor could achieve on they own and they be subject to U.S. regulation protect investor,portfolio diversification,more diversification than most,0.6545454545454545
902,International Investing,global fund invest primarily in foreign company but may also invest in U.S. company International fund generally limit they investment to company outside the U.S regional or country fund invest principally in company locate in a particular geographical region such as Asia or Europe or in a single country and international index fund seek to track the result of a particular foreign market or international market index,form financing,or in a single,0.6428571428571429
903,International Investing,additional information International investing SEC office of International affair Investor Bulletin International investing investor bulletin foreign currency Exchange forex trading for individual investor investor bulletin american depositary receipts mutual fund and etf a guide for investor FINRA 's broker check investment adviser public disclosure iapd website,form financing,forex trading,0.5925925925925926
904,Alternative Mutual Funds,alternative mutual fund be not typical mutual fund alternative mutual fund sometimes call alt fund or liquid alt be publicly offer SEC register mutual fund that hold non-traditional investment or use complex investment and trading strategy,time,sometimes,0.6153846153846154
905,Alternative Mutual Funds,investor consider alt fund should be aware of they unique characteristic and risk,risk,risk,1.0
906,Alternative Mutual Funds,investor consider alt fund should be aware of they unique characteristic and risk,risk,and risk,0.6666666666666666
907,Alternative Mutual Funds,many alt fund try to minimize swing in the value of they investment and reduce risk by spread they investment among different asset type and or use complex trading strategy,risk,risk,1.0
908,Alternative Mutual Funds,many alt fund try to minimize swing in the value of they investment and reduce risk by spread they investment among different asset type and or use complex trading strategy,risk,risk by,0.7272727272727273
909,Alternative Mutual Funds,some alt fund seek to generate above market return relative to other mutual fund that have a similar benchmark,expect return,return,0.631578947368421
910,Alternative Mutual Funds,some alt fund seek to generate above market return relative to other mutual fund that have a similar benchmark,expect return,market return,0.6923076923076923
911,Alternative Mutual Funds,some alt fund seek to generate above market return relative to other mutual fund that have a similar benchmark,expect return,above market return,0.625
912,Alternative Mutual Funds,some alt fund seek to generate above market return relative to other mutual fund that have a similar benchmark,factor affect return,market return,0.6666666666666666
913,Alternative Mutual Funds,some alt fund seek to generate above market return relative to other mutual fund that have a similar benchmark,factor affect return,above market return,0.6153846153846154
914,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,expect return,return,0.631578947368421
915,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,expect return,different return,0.6896551724137931
916,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,expect return,or different return,0.625
917,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,factor affect return,different return,0.6111111111111112
918,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,factor affect return,or different return,0.717948717948718
919,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,factor affect return,diversification or different return,0.6181818181818182
920,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,factor affect return,or different return than,0.6363636363636364
921,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,diversification,0.75
922,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,greater diversification,0.75
923,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,diversification or,0.6976744186046512
924,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,offer greater diversification,0.7037037037037037
925,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,greater diversification or,0.7058823529411765
926,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,sometimes offer greater diversification,0.59375
927,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,offer greater diversification or,0.6666666666666666
928,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,portfolio diversification,greater diversification or different,0.5901639344262295
929,Alternative Mutual Funds,these investment can sometimes offer greater diversification or different return than more traditional investment such as stock bond and cash,time,sometimes,0.6153846153846154
930,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,return,0.631578947368421
931,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,return,0.631578947368421
932,Alternative Mutual Funds,for example alt fund may sell stock short use derivative or follow absolute return or market neutral strategy that seek positive return even when the stock market fall,expect return,seek positive return,0.6060606060606061
933,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,risk,1.0
934,Alternative Mutual Funds,however these strategy may result in higher cost and additional risk than traditionally manage fund,risk,risk than,0.6153846153846154
935,Alternative Mutual Funds,alternative mutual fund often have similar investment and strategy to those of hedge fund and thus alternative mutual fund may sometimes be market or sell as hedge fund like option for retail investor,time,sometimes,0.6153846153846154
936,Alternative Mutual Funds,as mutual fund alt fund be regulate under the investment Company Act of 1940 which provide certain safeguard,regulatory environment,regulate under the investment,0.6274509803921569
937,Alternative Mutual Funds,these protection include limit on illiquid investment restriction on borrowing and debt and the requirement to allow investor to sell they share at any time,time,time,1.0
938,Alternative Mutual Funds,these protection include limit on illiquid investment restriction on borrowing and debt and the requirement to allow investor to sell they share at any time,time,any time,0.6666666666666666
939,Alternative Mutual Funds,hedge fund be not require to follow these regulation and therefore may pursue non-traditional strategy and investment without the same regulatory safeguard,regulatory environment,regulation,0.625
940,Alternative Mutual Funds,hedge fund be not require to follow these regulation and therefore may pursue non-traditional strategy and investment without the same regulatory safeguard,regulatory environment,regulatory,0.625
941,Alternative Mutual Funds,hedge fund be not require to follow these regulation and therefore may pursue non-traditional strategy and investment without the same regulatory safeguard,regulatory environment,regulation and,0.6111111111111112
942,Alternative Mutual Funds,hedge fund be not require to follow these regulation and therefore may pursue non-traditional strategy and investment without the same regulatory safeguard,regulatory environment,regulatory safeguard,0.6190476190476191
943,Alternative Mutual Funds,in contrast hedge fund share can only be purchase by accredite investor or qualified purchaser who be require to have a minimum level of income or asset,time,income,0.6
944,Alternative Mutual Funds,this be design to limit investor in hedge fund to those who be financially sophisticated and generally can bear the risk of invest in fund that be not subject to the regulatory safeguard,regulatory environment,regulatory,0.625
