,investment title,surrounding sentence,ontology attribute,similar pair,cosine
495,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,the risk,0.5
496,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,risk of,0.5
497,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,risk,1.0
498,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,and risk,0.5
499,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,risk of,0.5
500,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
501,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
502,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
503,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,of risk,0.5
504,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk involve,0.5
505,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,the risk,0.5
506,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk be,0.5
507,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,and risk,0.5
508,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk tolerance,0.5
509,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,time,1.0
510,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,goal time,0.5
511,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,time horizon,0.5
512,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,return,0.5
513,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,risk,1.0
514,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,the risk,0.5
515,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,risk you,0.5
516,Hedge Funds,fee impact you return on investment,expect return,return,0.5
517,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,expect return,return,0.5
518,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,risk,1.0
519,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,greater risk,0.5
520,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,risk in,0.5
521,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,time,1.0
522,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,four time,0.5
523,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,time a,0.5
524,Hedge Funds,you can get this information by review the adviser 's form adv which be the investment adviser 's registration form,form financing,form,0.5
525,Hedge Funds,you can get this information by review the adviser 's form adv which be the investment adviser 's registration form,form financing,form,0.5
526,Hedge Funds,you can search for and view a firm 's form adv use the SEC 's investment adviser Public disclosure iapd website,form financing,form,0.5
527,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,risk,1.0
528,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,the risk,0.5
529,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,risk of,0.5
530,Hedge Funds,additional information investor bulletin hedge fund use iapd investor bulletin form adv investment adviser brochure and brochure supplement,form financing,form,0.5
531,Stocks,what be the benefit and risk of stock,risk,risk,1.0
532,Stocks,what be the benefit and risk of stock,risk,and risk,0.5
533,Stocks,what be the benefit and risk of stock,risk,risk of,0.5
534,Stocks,what be the benefit and risk of stock,risk,risk,1.0
535,Stocks,what be the benefit and risk of stock,risk,and risk,0.5
536,Stocks,what be the benefit and risk of stock,risk,risk of,0.5
537,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,expect return,return,0.5
538,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,time,1.0
539,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,of time,0.5
540,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,time say,0.5
541,Stocks,a stock 's price can be affect by factor inside the company such as a faulty product or by event the company have no control over such as political or market event,factor affect return,affect by factor,0.5
542,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,risk,1.0
543,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,the risk,0.5
544,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,risk of,0.5
545,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,risk,1.0
546,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,the risk,0.5
547,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,risk of,0.5
548,Stocks,direct stock plan usually will not allow you to buy or sell share at a specific market price or at a specific time,time,time,1.0
549,Stocks,direct stock plan usually will not allow you to buy or sell share at a specific market price or at a specific time,time,specific time,0.5
550,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,time,1.0
551,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,set time,0.5
552,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,time such,0.5
553,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time,1.0
554,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time,1.0
555,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,take time,0.5
556,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time to,0.5
557,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,investment time,0.5
558,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time horizon,0.5
559,Private Equity Funds,a typical investment strategy undertake by private equity fund be to take a control interest in a operating company or business the portfolio company engage actively in the management and direction of the company or business in order to increase its value,portfolio diversification,portfolio,0.5
560,Private Equity Funds,illiquidity because of they long term investment horizon a investment in a private equity fund be often illiquid and it may be necessary to hold a investment in a private equity fund for several year before any return be realize,expect return,return,0.5
561,Private Equity Funds,investor in private equity fund should be able to wait the requisite time period before realize they return,expect return,return,0.5
562,Private Equity Funds,investor in private equity fund should be able to wait the requisite time period before realize they return,time,time,1.0
563,Private Equity Funds,investor in private equity fund should be able to wait the requisite time period before realize they return,time,requisite time,0.5
564,Private Equity Funds,investor in private equity fund should be able to wait the requisite time period before realize they return,time,time period,0.5
565,Private Equity Funds,for a institutional investor a private equity investment may represent only a small portion of its diversify investment portfolio,portfolio diversification,portfolio,0.5
566,Private Equity Funds,in addition adviser may be manage multiple fund that be jointly invest in multiple portfolio company,portfolio diversification,portfolio,0.5
567,Private Equity Funds,the adviser have a legal obligation to act in the best interest of each of the fund it manage and must allocate expense among itself it be fund and the fund 's portfolio company in accordance with this fiduciary duty,portfolio diversification,portfolio,0.5
568,Private Equity Funds,private equity firm may be manage multiple private equity fund as well as a number of portfolio company,portfolio diversification,portfolio,0.5
569,Private Equity Funds,in addition the portfolio company may also pay the private equity firm for service such as manage and monitor the portfolio company,portfolio diversification,portfolio,0.5
570,Private Equity Funds,in addition the portfolio company may also pay the private equity firm for service such as manage and monitor the portfolio company,portfolio diversification,portfolio,0.5
571,Private Equity Funds,affiliate of the private equity firm may also play a role as service provider to the fund or the portfolio company,portfolio diversification,portfolio,0.5
572,Private Equity Funds,through its various relationship include with affiliate and portfolio company there exist opportunity for adviser to benefit themselves at the expense of the fund they manage and they investor,portfolio diversification,portfolio,0.5
